LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,PoolArea,SalePrice
64,7301,7,5,2003,0,495,1427,1922,7,672,0,198500
21,1680,6,8,1972,483,483,504,987,5,264,0,118000
NA,18800,6,5,1976,796,790,784,1574,6,566,0,190000
59,10690,5,7,1920,672,672,672,1344,6,468,0,147000
NA,9500,6,5,1963,1394,1394,0,1394,6,514,0,159000
101,9150,6,5,1962,1099,1431,0,1431,6,296,0,165000
78,7800,5,6,1954,1268,1268,0,1268,7,244,0,132000
NA,9830,5,7,1959,1063,1287,0,1287,7,576,0,162000
NA,8121,6,5,2000,953,953,711,1664,7,460,0,172400
80,17120,4,4,1959,0,1120,468,1588,7,680,0,134432
50,7175,6,5,1984,744,752,0,752,4,264,0,125000
79,10634,5,6,1953,608,1319,0,1319,5,270,0,123000
65,8200,7,5,2003,847,847,1081,1928,8,434,0,219500
NA,10020,1,1,1922,683,904,0,904,4,0,0,61000
57,8846,5,5,1996,870,914,0,914,5,576,0,148000
102,11143,8,5,2004,1580,1580,886,2466,8,610,0,340000
88,11394,9,2,2010,1856,1856,0,1856,8,834,0,394432
60,8123,6,5,2000,982,1007,793,1800,7,463,0,179000
50,5000,5,6,1924,1026,1026,665,1691,6,308,0,127000
60,7200,7,5,2006,1293,1301,0,1301,5,572,0,187750
79,9245,7,5,2006,939,939,858,1797,8,639,0,213500
60,9000,6,3,1928,784,784,0,784,5,360,0,76000
NA,53107,6,5,1992,1580,1079,874,1953,9,501,0,240000
43,3182,8,5,2004,1256,1269,0,1269,6,430,0,192000
58,8410,5,3,1910,658,658,526,1184,8,0,0,81000
72,7200,6,6,1976,1041,1125,0,1125,6,352,0,125000
93,9382,7,5,1999,1468,1479,0,1479,6,577,0,191000
96,12474,10,5,2007,1682,1742,590,2332,9,846,0,426000
50,8405,5,8,1900,861,961,406,1367,7,384,0,119000
71,12209,6,5,2001,804,804,1157,1961,7,560,0,215000
NA,8339,5,7,1959,0,882,0,882,5,294,0,106500
NA,7446,4,5,1941,788,788,0,788,4,0,0,100000
60,10134,5,6,1940,735,735,299,1034,5,240,0,109000
68,9571,5,6,1956,1144,1144,0,1144,6,596,0,129000
60,7200,5,5,1972,894,894,0,894,6,600,0,123000
69,7590,5,5,1962,864,876,936,1812,8,264,0,169500
60,8967,5,2,1920,961,1077,0,1077,6,338,0,67000
65,8125,7,5,2006,1092,1112,438,1550,7,438,0,241000
38,14963,8,5,1996,1260,1288,0,1288,4,500,0,245500
65,8767,7,5,2005,1310,1310,0,1310,6,400,0,164990
60,10200,5,8,1940,672,672,0,672,4,240,0,108000
93,12090,8,5,1998,1141,1165,1098,2263,10,420,0,258000
NA,10364,6,5,1995,806,806,766,1572,7,373,0,168000
NA,9991,4,4,1976,1281,1620,0,1620,8,490,0,150000
51,10480,6,5,1936,1064,1166,0,1639,6,240,0,115000
63,15576,6,7,1915,840,840,840,1680,8,308,0,177000
109,14154,7,5,2006,1063,1071,1101,2172,9,947,0,280000
85,10800,8,5,2007,1034,1050,1028,2078,8,836,0,339750
68,9571,5,3,1958,1276,1276,0,1276,5,350,0,60000
100,34650,5,5,1955,1056,1056,0,1056,5,572,0,145000
NA,4403,7,5,2009,1470,1478,0,1478,7,484,0,222000
56,8960,5,6,1927,1008,1028,0,1028,5,360,0,115000
59,11228,7,5,1993,1080,1080,1017,2097,9,678,0,228000
73,8899,7,5,2007,1340,1340,0,1340,6,396,0,181134
74,7844,6,7,1978,672,672,728,1400,6,440,0,149500
86,22420,6,6,1918,1370,1370,1254,2624,10,864,0,239000
60,8160,5,6,1940,756,756,378,1134,7,240,0,126000
65,8450,5,6,1968,1056,1056,0,1056,6,304,0,142000
78,7060,7,5,1997,1344,1344,0,1344,8,784,0,206300
NA,16635,6,7,1977,1602,1602,0,1602,8,529,0,215000
100,21750,5,5,1954,988,988,0,988,4,520,0,113000
80,9200,8,5,1998,1470,1470,1160,2630,8,696,0,315000
72,9000,6,5,1956,1196,1196,0,1196,6,297,0,139000
60,3378,7,8,1946,651,707,682,1389,6,240,0,135000
NA,12800,7,5,1989,1518,1644,0,1644,5,569,0,275000
77,8593,4,6,1957,907,907,0,907,5,352,0,109008
64,6762,7,5,2007,1208,1208,0,1208,6,628,0,195400
130,11457,6,5,1988,1392,1412,0,1412,6,576,0,175000
21,1680,6,5,1971,483,483,504,987,4,264,0,85400
60,5586,6,7,1920,901,1088,110,1198,7,0,0,79900
24,1920,5,5,1971,765,765,600,1365,6,440,0,122500
100,10839,6,5,1997,926,926,678,1604,7,470,0,181000
21,1890,4,7,1972,630,630,0,630,3,0,0,81000
43,10667,7,6,1996,799,827,834,1661,6,550,0,212000
40,4400,6,8,1920,648,734,384,1118,6,440,0,116000
50,6000,6,7,1926,884,904,0,904,4,180,0,119000
40,4280,5,6,1913,440,694,0,694,4,352,0,90350
67,12354,6,8,1920,684,684,512,1196,7,528,0,110000
105,15431,10,5,2008,3094,2402,0,2402,10,672,0,555000
92,12108,4,4,1955,1440,1440,0,1440,8,0,0,118000
52,6240,5,7,1930,1078,1128,445,1573,8,360,0,162900
53,3922,7,5,2006,1258,1258,0,1258,6,648,0,172500
70,8750,7,5,1994,915,933,975,1908,8,493,0,210000
73,9855,6,5,1956,1436,1689,0,1689,7,480,0,127500
137,16492,6,6,1966,1517,1888,0,1888,6,578,0,190000
NA,11214,7,5,1998,930,956,930,1886,10,431,0,199900
50,8600,6,6,1937,780,780,596,1376,7,198,0,119500
50,6000,3,7,1948,649,679,504,1183,6,308,0,120000
70,5684,6,8,1930,813,813,0,813,5,270,0,110000
62,70761,7,5,1975,1533,1533,0,1533,5,576,0,280000
NA,9303,6,5,1996,872,888,868,1756,7,422,0,204000
75,9000,8,5,2008,768,786,804,1590,6,676,0,210000
63,9297,5,5,1976,1728,1728,0,1728,8,560,0,188000
80,9600,7,6,1973,1242,1242,0,1242,6,528,0,175500
34,4571,5,5,1916,624,624,720,1344,7,513,0,98000
NA,53227,4,6,1954,1364,1663,0,1663,6,529,0,256000
NA,5100,8,7,1925,588,833,833,1666,7,228,0,161000
NA,7015,5,4,1950,709,979,224,1203,5,352,0,110000
75,8004,8,5,2009,832,832,1103,1935,8,552,0,263435
60,7200,7,9,1936,560,575,560,1135,6,576,0,155000
60,8281,5,5,1965,864,864,0,864,5,360,0,62383
74,11988,6,7,1934,715,849,811,1660,6,240,0,188700
60,8430,5,5,1978,1040,1040,0,1040,5,0,0,124000
NA,3072,7,5,2004,1375,1414,0,1414,6,398,0,178740
85,10628,7,5,1970,1277,1277,0,1277,5,526,0,167000
79,9480,5,7,1942,728,888,756,1644,7,312,0,146500
98,11428,8,5,2006,1626,1634,0,1634,7,866,0,250000
76,9291,6,5,1993,832,832,878,1710,7,506,0,187000
NA,6820,8,5,1985,1488,1502,0,1502,4,528,0,212000
92,11952,7,6,1977,808,1161,808,1969,8,534,0,190000
35,3675,6,5,2005,547,1072,0,1072,5,525,0,148000
110,14977,8,5,2006,1976,1976,0,1976,7,908,0,440000
41,5330,8,5,2000,1494,1652,0,1652,6,499,0,251000
80,8480,5,6,1963,970,970,0,970,5,624,0,132500
75,13125,6,5,1997,1478,1493,0,1493,7,508,0,208900
105,13693,9,5,2006,2153,2069,574,2643,9,694,0,380000
79,10637,8,5,2007,1705,1718,0,1718,7,826,0,297000
50,5925,4,7,1937,907,1131,0,1131,7,672,0,89471
98,16033,9,5,2004,1833,1850,0,1850,8,772,0,326000
72,11846,9,5,2003,1792,1792,0,1792,6,874,0,374000
50,2500,7,8,1915,910,916,910,1826,7,164,0,155000
32,4500,6,5,1998,1216,1216,0,1216,5,402,0,164000
NA,7758,5,7,1962,999,999,0,999,6,264,0,132500
80,9600,5,7,1950,1113,1113,0,1113,5,264,0,147000
79,10289,5,7,1965,1073,1073,0,1073,6,515,0,156000
70,12243,5,6,1971,1484,1484,0,1484,7,487,0,175000
60,10800,5,4,1900,954,1766,648,2414,10,520,0,160000
21,1526,4,8,1970,630,630,0,630,3,286,0,86000
NA,2665,5,6,1976,264,616,688,1304,4,336,0,115000
79,9490,6,7,1941,806,958,620,1578,5,240,0,133000
105,15578,6,5,2006,728,728,728,1456,8,429,0,172785
70,7931,5,6,1960,1269,1269,0,1269,6,308,0,155000
50,5784,5,8,1938,190,886,0,886,4,273,0,91300
60,7879,4,5,1920,720,720,0,720,4,0,0,34900
NA,12692,8,5,1992,3200,3228,0,3228,10,546,0,430000
60,9120,7,6,1925,1026,1133,687,1820,8,240,0,184000
65,7800,5,7,1967,864,899,0,899,5,288,0,130000
70,7535,5,7,1958,912,912,0,912,5,297,0,120000
21,1890,6,5,1973,672,672,546,1218,7,264,0,113000
75,9803,7,5,2005,866,866,902,1768,7,603,0,226700
70,9170,5,7,1965,1214,1214,0,1214,6,461,0,140000
100,15602,7,8,1959,1501,1801,0,1801,6,484,0,289000
24,2308,6,5,1974,855,855,467,1322,6,440,0,147000
60,7596,5,5,1952,960,960,1000,1960,10,400,0,124500
80,9554,8,5,1993,777,1065,846,1911,8,471,0,215000
75,7862,6,5,2009,1218,1218,0,1218,4,676,0,208300
60,9600,7,9,1928,689,689,689,1378,7,360,0,161000
80,9600,5,6,1959,1041,1041,0,1041,6,270,0,124500
75,14559,5,7,1951,1008,1363,0,1363,6,288,0,164900
40,6792,7,5,2005,1368,1368,0,1368,6,474,0,202665
70,9100,5,5,1958,864,864,0,864,5,624,0,129900
71,9187,6,5,1983,1084,1080,0,1080,5,484,0,134000
55,10594,5,5,1926,768,789,0,789,5,200,0,96500
94,12220,10,5,2009,2006,2020,0,2020,9,900,0,402861
NA,10448,6,6,1972,689,1378,741,2119,7,583,0,158000
79,10208,7,5,1996,1264,1277,1067,2344,7,889,0,265000
NA,9531,6,5,1998,794,882,914,1796,7,546,0,211000
53,10918,7,9,1926,1276,1276,804,2080,9,282,0,234000
60,10800,4,7,1900,0,694,600,1294,7,0,0,106250
90,11988,6,6,1957,1244,1244,0,1244,6,336,0,150000
50,5000,6,7,1947,1004,1004,660,1664,7,420,0,159000
130,40094,10,5,2007,3138,3138,1538,4676,11,884,0,184750
95,11787,7,5,1996,1379,1383,1015,2398,8,834,0,315750
62,7500,7,5,2005,1257,1266,0,1266,6,453,0,176000
70,13300,5,7,1956,928,928,0,928,4,252,0,132000
67,14948,9,5,2008,1452,1476,1237,2713,11,858,0,446261
58,9098,4,7,1920,528,605,0,605,5,0,0,86000
NA,32668,6,3,1957,2035,2515,0,2515,9,484,0,200624
85,10200,6,5,1988,1461,1509,0,1509,5,600,0,175000
60,6155,6,8,1920,611,751,611,1362,6,502,0,128000
60,7200,5,7,1955,0,827,0,827,5,392,0,107500
50,5000,1,3,1946,0,334,0,334,2,0,0,39300
74,9056,8,5,2004,707,707,707,1414,6,403,0,178000
70,7000,5,7,1910,1117,820,527,1347,5,0,0,107500
57,8924,7,5,1998,880,880,844,1724,8,527,0,188000
NA,12735,4,5,1972,864,864,0,864,5,576,0,111250
NA,11553,5,5,1968,1051,1159,0,1159,7,336,0,158000
NA,11423,8,5,2001,1581,1601,0,1601,6,670,0,272000
85,14601,9,5,2006,1838,1838,0,1838,8,765,0,315000
NA,11000,8,5,2000,969,997,1288,2285,8,648,0,248000
78,10140,7,5,1998,1650,1680,0,1680,7,583,0,213250
34,4058,7,5,1998,723,767,0,767,4,367,0,133000
58,17104,7,5,2006,654,664,832,1496,7,426,0,179665
NA,13837,7,5,1988,1204,1377,806,2183,9,786,0,229000
70,8737,6,7,1923,1065,915,720,1635,6,440,0,210000
54,7244,5,7,1970,768,768,0,768,5,624,0,129500
49,8235,5,7,1955,825,825,0,825,4,720,0,125000
75,9375,7,5,2003,912,912,1182,2094,8,615,0,263000
53,4043,6,6,1977,1069,1069,0,1069,4,440,0,140000
50,6000,5,6,1957,928,928,0,928,5,288,0,112500
87,11146,8,5,2006,1709,1717,0,1717,7,908,0,255500
67,8777,4,5,1949,0,1126,0,1126,5,520,0,108000
85,10625,7,5,2003,998,1006,1040,2046,8,871,0,284000
58,6380,5,6,1922,993,1048,0,1048,5,280,0,113000
69,14850,5,5,1957,1092,1092,0,1092,6,299,0,141000
60,11040,4,6,1920,637,897,439,1336,7,570,0,108000
57,21872,7,5,1996,729,729,717,1446,6,406,0,175000
NA,3196,7,5,2003,1374,1557,0,1557,7,420,0,234000
NA,11341,5,6,1957,1392,1392,0,1392,5,528,0,121500
77,10010,5,5,1974,1389,1389,0,1389,6,418,0,170000
63,13907,5,6,1940,996,996,0,996,6,0,0,108000
66,21780,6,7,1918,1163,1163,511,1674,8,396,0,185000
NA,13346,7,5,1992,1095,1166,1129,2295,9,590,0,268000
66,6858,6,4,1915,806,841,806,1647,6,216,0,128000
77,11198,9,5,2005,1122,1134,1370,2504,11,656,0,325000
70,10171,7,5,2004,1517,1535,0,1535,7,532,0,214000
79,12327,8,8,1983,1496,1496,636,2132,5,612,0,316600
NA,7032,5,5,1979,943,943,0,943,4,600,0,135960
74,13101,5,5,1965,1728,1728,0,1728,10,576,0,142600
60,7332,6,6,1959,864,864,0,864,4,288,0,120000
83,13159,7,5,2009,846,846,846,1692,6,650,0,224500
76,9967,7,5,2000,384,774,656,1430,8,400,0,170000
70,10500,5,7,1971,372,576,533,1109,5,288,0,139000
80,8480,5,5,1947,832,832,384,1216,6,336,0,118500
52,6292,7,7,1928,861,877,600,1477,6,216,0,145000
96,11777,5,6,1966,1164,1320,0,1320,6,564,0,164500
34,3604,7,5,2007,689,703,689,1392,5,540,0,146000
81,12150,5,5,1954,1050,1050,745,1795,7,352,0,131500
NA,14585,6,6,1960,1144,1429,0,1429,7,572,0,181900
98,12704,8,5,2008,2042,2042,0,2042,8,1390,0,253293
81,11841,6,5,1990,816,816,0,816,5,0,0,118500
75,13500,10,9,1893,1237,1521,1254,2775,9,880,0,325000
51,6120,4,7,1935,884,989,584,1573,6,240,0,133000
88,11443,8,5,2005,1868,2028,0,2028,7,880,0,369900
55,10267,6,7,1918,816,838,0,838,5,275,0,130000
74,8740,5,6,1982,840,860,0,860,4,528,0,137000
65,25095,5,8,1968,1437,1473,0,1473,5,452,0,143000
50,9100,5,6,1930,742,779,0,935,4,308,0,79500
64,8320,7,5,2004,770,770,812,1582,6,520,0,185900
97,13478,10,5,2008,1722,1728,568,2296,10,842,0,451950
60,6600,5,8,1982,816,816,0,816,4,816,0,138000
NA,4435,6,5,2003,848,848,0,848,4,420,0,140000
88,7990,5,6,1975,924,924,0,924,5,280,0,110000
69,11302,8,5,2005,1814,1826,0,1826,7,758,0,319000
60,3600,6,7,1910,684,684,684,1368,7,216,0,114504
53,3922,7,5,2006,1258,1402,0,1402,7,648,0,194201
80,12984,5,6,1977,1430,1647,0,1647,7,621,0,217500
24,1950,6,6,1980,716,716,840,1556,6,452,0,151000
74,10927,8,5,2005,1058,1058,846,1904,8,736,0,275000
50,9000,6,6,1937,780,780,595,1375,6,544,0,141000
80,10041,8,5,1992,908,927,988,1915,8,506,0,220000
30,3182,7,5,2004,600,600,600,1200,4,480,0,151000
88,12803,7,5,2002,1494,1494,0,1494,6,530,0,221000
85,13600,7,6,1965,768,1186,800,1986,7,486,0,205000
82,12464,5,5,1996,1040,1040,0,1040,6,576,0,152000
78,7800,5,8,1948,896,1112,896,2008,8,230,0,225000
78,12168,8,6,1934,965,1940,1254,3194,10,380,0,359100
61,7943,4,5,1961,1029,1029,0,1029,5,261,0,118500
NA,11050,9,5,2000,1440,1476,677,2153,8,736,0,313000
NA,10395,6,6,1978,1032,1032,0,1032,6,564,0,148000
NA,11885,8,5,2001,1299,1299,573,1872,7,531,0,261500
70,8402,5,5,2007,1120,1120,0,1120,6,0,0,147000
21,1491,4,6,1972,630,630,0,630,3,0,0,75500
80,8800,6,7,1963,936,1054,0,1054,6,480,0,137500
NA,7861,6,5,2002,783,807,702,1509,7,393,0,183200
59,7227,6,6,1954,832,832,0,832,4,528,0,105500
90,11694,9,5,2007,1822,1828,0,1828,9,774,0,314813
85,12244,8,5,2003,1482,1482,780,2262,10,749,0,305000
45,8248,3,3,1914,864,864,0,864,5,0,0,67000
90,10800,6,7,1974,1522,1548,1066,2614,9,624,0,240000
71,7064,5,6,1977,980,980,0,980,6,484,0,135000
NA,2117,6,5,2000,756,756,756,1512,4,440,0,168500
80,10400,6,5,1972,732,1012,778,1790,8,484,0,165150
87,10000,6,6,1962,1116,1116,0,1116,5,440,0,160000
NA,12342,5,5,1960,978,1422,0,1422,6,286,0,139900
80,9600,6,6,1955,1156,1520,0,1520,7,364,0,153000
70,11606,5,5,1969,1040,1040,1040,2080,9,504,0,135000
82,9020,6,5,1964,1248,1350,0,1350,6,520,0,168500
50,9000,5,6,1880,636,1089,661,1750,8,240,0,124000
34,4590,8,5,2006,1554,1554,0,1554,6,627,0,209500
85,11900,7,5,1977,1386,1411,0,1411,6,544,0,82500
80,9250,5,7,1954,1056,1056,0,1056,6,260,0,139400
64,6979,6,5,1980,1056,1056,0,1056,4,576,0,144000
60,10896,6,7,1914,1440,1440,1440,3395,14,0,0,200000
51,6120,2,3,1936,264,800,0,800,4,0,0,60000
50,6000,5,4,1954,811,811,576,1387,7,256,0,93000
67,8777,5,7,1910,796,796,0,796,4,0,0,85000
53,3982,8,5,2006,1520,1567,0,1567,7,648,0,264561
62,12677,8,5,2003,1518,1518,0,1518,6,588,0,274000
NA,7050,7,5,2001,1057,1057,872,1929,7,650,0,226000
75,13860,8,7,1972,1952,2000,704,2704,9,538,0,345000
80,10793,5,5,1969,780,780,840,1620,7,462,0,152000
85,9187,9,5,2009,1766,1766,0,1766,7,478,0,370878
NA,10530,6,5,1971,981,981,0,981,5,576,0,143250
60,7200,5,5,1950,0,1048,0,1048,7,420,0,98300
85,10452,6,5,1953,1094,1094,0,1094,5,495,0,155000
70,7700,6,5,1966,756,1051,788,1839,7,442,0,155000
21,1936,4,6,1970,630,630,0,630,3,0,0,84500
65,8125,7,6,2007,813,822,843,1665,7,562,0,205950
60,9084,4,5,1940,755,755,755,1510,7,296,0,108000
70,8750,7,5,1996,880,909,807,1716,7,512,0,191000
60,10320,6,7,1906,756,756,713,1469,7,216,0,135000
91,10437,8,6,1995,2109,2113,0,2113,7,839,0,350000
21,1680,6,5,1971,525,525,567,1092,6,264,0,88000
72,10007,5,7,1959,1053,1053,0,1053,5,312,0,145500
60,7200,7,6,1931,776,851,651,1502,6,270,0,149000
78,17503,6,5,1948,912,912,546,1458,6,330,0,97500
75,9937,5,7,1964,1486,1486,0,1486,7,480,0,167000
NA,12384,7,7,1976,793,1142,793,1935,7,550,0,197900
52,46589,8,7,1994,1629,1686,762,2448,8,711,0,402000
120,13560,6,3,1968,1392,1392,0,1392,5,576,0,110000
90,10012,4,5,1972,1138,1181,0,1181,6,588,0,137500
49,20896,8,5,2005,2077,2097,0,2097,8,1134,0,423000
106,11194,8,5,2000,1406,1454,482,1936,7,504,0,230500
NA,18450,6,5,1965,1021,1465,915,2380,7,596,0,129000
65,8125,6,5,1994,1408,1679,0,1679,7,575,0,193500
NA,14175,5,6,1956,1188,1437,0,1437,6,576,0,168000
80,11600,4,5,1922,700,1180,0,1180,5,252,0,137500
64,8633,6,5,2005,738,738,738,1476,7,540,0,173500
54,6629,6,6,1925,672,697,672,1369,6,300,0,103600
NA,11250,6,6,1977,1208,1208,0,1208,6,546,0,165000
110,14442,6,7,1957,1477,1839,0,1839,7,416,0,257500
80,9200,6,6,1965,1136,1136,0,1136,5,384,0,140000
24,2289,6,6,1978,855,855,586,1441,7,440,0,148500
60,9600,4,2,1900,1095,1095,679,1774,8,779,0,87000
52,9022,5,8,1924,768,792,0,792,5,240,0,109500
80,11844,8,5,2008,2046,2046,0,2046,7,834,0,372500
NA,9945,5,5,1961,988,988,0,988,5,572,0,128500
50,8012,6,5,1980,923,923,0,923,5,264,0,143000
55,4500,5,5,1932,793,848,672,1520,6,281,0,159434
NA,2887,6,5,1996,1291,1291,0,1291,6,431,0,173000
90,11248,9,5,2002,1626,1668,0,1668,7,702,0,285000
58,16770,7,5,1998,1195,1195,644,1839,7,486,0,221000
NA,5062,7,5,1984,1190,1190,900,2090,6,577,0,207500
84,10207,7,6,2007,874,874,887,1761,7,578,0,227875
NA,5105,7,5,2004,551,551,551,1102,4,480,0,148800
60,8089,8,6,2007,1419,1419,0,1419,7,567,0,392000
61,7577,6,5,2005,1362,1362,0,1362,6,460,0,194700
NA,4426,6,5,2004,848,848,0,848,3,420,0,141000
104,21535,10,6,1994,2444,2444,1872,4316,10,832,0,755000
42,26178,7,5,1989,1210,1238,1281,2519,9,628,0,335000
60,5400,5,6,1921,1073,1073,0,1073,4,326,0,108480
51,6120,5,6,1936,927,1067,472,1539,5,576,0,141500
54,13811,6,6,1987,1112,1137,0,1137,5,551,0,176000
50,6000,5,7,1921,616,616,0,616,4,205,0,89000
57,6420,5,7,1952,980,1148,0,1148,6,308,0,123500
65,8450,5,8,1965,894,894,0,894,5,336,0,138500
59,4282,7,5,2004,1391,1391,0,1391,5,530,0,196000
85,14331,8,5,2002,1800,1800,0,1800,7,765,0,312500
80,9600,7,5,1969,1164,1164,0,1164,6,528,0,140000
82,12438,8,5,2006,1234,1264,1312,2576,10,666,0,361919
76,7630,5,9,1900,360,1032,780,1812,8,672,0,140000
70,8400,7,5,2004,1473,1484,0,1484,7,606,0,213000
70,5600,4,5,1930,0,372,720,1092,7,0,0,55000
NA,115149,7,5,1971,1643,1824,0,1824,5,739,0,302000
48,6240,8,5,2006,1324,1324,0,1324,6,550,0,254000
65,9018,7,5,2007,728,728,728,1456,8,400,0,179540
NA,7162,5,7,1966,876,904,0,904,6,408,0,109900
56,4130,3,6,1935,270,729,0,729,5,0,0,52000
66,8712,4,7,1900,859,859,319,1178,7,384,0,102776
40,4671,8,5,1988,1228,1228,0,1228,5,472,0,189000
60,9873,4,5,1970,960,960,0,960,6,576,0,129000
NA,13517,6,8,1976,725,725,754,1479,6,475,0,130500
78,10140,6,5,1974,1064,1350,0,1350,7,478,0,165000
60,10800,7,8,1890,718,1576,978,2554,8,704,0,159500
80,10000,5,6,1973,1176,1178,0,1178,5,439,0,157000
96,10542,7,5,1993,1311,1325,1093,2418,9,983,0,341000
69,9920,5,6,1969,971,971,0,971,5,300,0,128500
NA,6563,8,5,1985,1742,1742,0,1742,5,564,0,275000
NA,4426,6,5,2004,848,848,0,848,3,420,0,143000
70,8120,4,7,1970,864,864,0,864,5,463,0,124500
60,8172,4,6,1954,941,997,473,1470,7,548,0,135000
86,13286,9,5,2007,1698,1698,0,1698,8,768,0,320000
60,6960,4,6,1970,864,864,0,864,5,660,0,120500
NA,21695,6,9,1988,880,1680,0,1680,5,540,0,222000
64,7314,7,5,2007,1232,1232,0,1232,6,632,0,194500
